Ranking 2022;Año;Ranking 2021;Expediente;Nombre;Tipo;RAMA;CIIU;DETALLE;Region;Provincia;Ciudad;Tamaño;Sector;Cant. Empleados;"Activo
2022";"Patrimonio
2022";"Ingreso por ventas
2022";"Utilidad antes del impuesto
2022";"Utilidad del ejercicio
2022";"Utilidad neta
2022";"IR causado
2022";"Ingreso Total
2022";;
3310;2022;3384;60827;DUOPRINT-G S.A.;ANÓNIMA;C;C1811.04;ACTIVIDADES DE IMPRESIÓN DE PÓSTERS, GIGANTOGRAFÍAS, CATÁLOGOS DE PUBLICIDAD, PROSPECTOS Y OTROS IMPRESOS PUBLICITARIOS, CALENDARIOS, FORMULARIOS COMERCIALES, DIRECTORIOS Y OTROS MATERIALES IMPRESOS DE USO COMERCIAL, PAPEL DE CORRESPONDENCIA ÁLBUMES, AGENDAS PERSONALES, DIARIOS, TARJETAS DE INVITACIÓN, DE VISITA, DE PRESENTACIÓN Y OTROS MATERIALES IMPRESOS MEDIANTE IMPRESIÓN POR OFFSET, FOTOGRABACIÓN, IMPRESIÓN FLEXOGRÁFICA E IMPRESIÓN EN OTROS TIPOS DE PRENSA, MAQUINAS AUTOCOPISTAS, IMPRESORAS ESTAMPADORAS, ETCÉTERA, INCLUIDA LA IMPRESIÓN RÁPIDA.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;SOCIETARIO;64;6218967,56;2470080,21;8015979,6;849096,46;998937,01;642608,46;206488;8015979,6;;
3311;2022;3260;57163;OFTANOL S.A.;ANÓNIMA;K;K6420.00;ACTIVIDADES DE SOCIEDADES DE CARTERA, ES DECIR, UNIDADES TENEDORAS DE ACTIVOS DE UN GRUPO DE EMPRESAS FILIALES (CON PARTICIPACIÓN DE CONTROL EN SU CAPITAL SOCIAL) Y CUYA ACTIVIDAD PRINCIPAL CONSISTE EN LA PROPIEDAD DEL GRUPO. LAS SOCIEDADES DE CARTERA CLASIFICADAS EN ESTA CLASE NO SUMINISTRAN NINGÚN OTRO SERVICIO A LAS EMPRESAS PARTICIPADAS, ES DECIR, NO ADMINISTRAN NI GESTIONAN OTRAS UNIDADES.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;PEQUEÑA;SOCIETARIO;4;6218740,75;6181092,73;669111,31;0;633094,43;633094,43;0;669111,31;;
3312;2022;4908;700119;INMOBILIARIA NUEVOHORIZONTE CIA.LTDA.;RESPONSABILIDAD LIMITADA;L;L6810.01;"COMPRA - VENTA, ALQUILER Y EXPLOTACIÓN DE BIENES INMUEBLES PROPIOS O ARRENDADOS, COMO: EDIFICIOS DE APARTAMENTOS Y VIVIENDAS; EDIFICIOS NO RESIDENCIALES, INCLUSO SALAS DE EXPOSICIONES; INSTALACIONES PARA ALMACENAJE, CENTROS COMERCIALES Y TERRENOS; INCLUYE EL ALQUILER DE CASAS Y APARTAMENTOS AMUEBLADOS O SIN AMUEBLAR POR PERÍODOS LARGOS, EN GENERAL POR MESES O POR AÑOS.";SIERRA;AZUAY                                             ;CUENCA                                            ;MICROEMPRESA;SOCIETARIO;2;6211641,11;-55206,58;0;-30217,11;-30217,11;-22682,18;0;0;;
3313;2022;2381;38853;EXCELLAQUA S.A.;ANÓNIMA;A;A0321.02;EXPLOTACIÓN DE CRIADEROS DE CAMARONES (CAMARONERAS), CRIADEROS DE LARVAS  DE CAMARÓN (LABORATORIOS DE LARVAS DE CAMARÓN).;COSTA;EL ORO                                            ;MACHALA                                           ;MEDIANA;SOCIETARIO;3;6211538,47;3932121,44;4388691,35;0;81025,24;34086,55;9383,24;4388691,35;;
3314;2022;3294;708631;BEAN&CO NAZARETHFARM S.A.;ANÓNIMA;A;A0127.02;CULTIVO DE CACAO.;COSTA;GUAYAS                                            ;CHONGON                                           ;PEQUEÑA;SOCIETARIO;47;6208099,78;2787905,55;782784,14;-361412;-361412;-360225,8;0;882197,88;;
3315;2022;3115;28057;ALMACENES BUENHOGAR E.W. CIA.LTDA.;RESPONSABILIDAD LIMITADA;G;G4641.11;VENTA AL POR MAYOR DE HILOS (HILADOS), LANAS Y TEJIDOS (TELAS).;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;MEDIANA;SOCIETARIO;81;6206685,3;2813158,83;3829593,2;9151,28;10766,21;6863,46;2287,82;3829593,2;;
3316;2022;3613;30098;PASTIFICIO TOMEBAMBA CIA. LTDA.;RESPONSABILIDAD LIMITADA;C;C1074.01;ELABORACIÓN DE PASTAS: TALLARÍN, ESPAGUETIS, MACARRONES, LASAÑA, CANELONES, RAVIOLES Y FIDEOS, SEAN O NO COCIDOS, RELLENOS O CONGELADOS, ELABORACIÓN DE ALCUZCUZ.;SIERRA;AZUAY                                             ;CUENCA                                            ;GRANDE;SOCIETARIO;59;6191000,54;1647251,1;10577957,73;276659,25;279999,94;133077,89;69164,81;10603430,3;;
3317;2022;3859;102306;MARAMAR S.A.;ANÓNIMA;G;G4630.33;VENTA AL POR MAYOR DE PESCADO, CRUSTÁCEOS, MOLUSCOS Y PRODUCTOS DE LA PESCA.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;SOCIETARIO;56;6187979,31;970667,65;15540039,79;65697,06;77290,66;43969,48;16386,88;15573704,49;;
3318;2022;3420;135841;YEKATOP S.A.;ANÓNIMA;A;A0311.01;ACTIVIDADES DE PESCA DE ALTURA Y COSTERA: EXTRACCIÓN DE PECES, CRUSTÁCEOS Y MOLUSCOS MARINOS, TORTUGAS, ERIZOS DE MAR, ASCIDIAS Y OTROS TUNICADOS, ETCÉTERA.;COSTA;GUAYAS                                            ;SAMBORONDÓN                                       ;GRANDE;SOCIETARIO;40;6187869,86;2333443,11;8182967,11;0;559890,22;374900,04;105402,26;8183791,92;;
3319;2022;3450;39412;FERTILIZANTES Y ABONOS PALACIOS MARQUEZ FERTIPALMA C. LTDA.;RESPONSABILIDAD LIMITADA;A;A0122.09;OTROS CULTIVOS DE FRUTAS TROPICALES Y SUBTROPICALES: PAPAYAS, BABACOS, CHAMBUROS, AGUACATES, HIGOS, ARAZÁ, GUAYABAS, GUANÁBANA, GUABA, CHIRIMOYA, NARANJILLAS, ZAPOTES, BOROJÓ, TAMARINDO, GRANADILLAS, DÁTILES, ETCÉTERA.;COSTA;EL ORO                                            ;MACHALA                                           ;GRANDE;SOCIETARIO;17;6186501,8;2776104,23;6742944,12;202742,96;238521,13;137570,69;57931,71;6762265,86;;
3320;2022;5890;16580;ROSAS DEL MONTE ROSEMONTE S.A.;ANÓNIMA;A;A0119.03;CULTIVO DE FLORES, INCLUIDA LA PRODUCCIÓN DE FLORES CORTADAS Y CAPULLOS.;SIERRA;IMBABURA                                          ;OTAVALO                                           ;MEDIANA;SOCIETARIO;133;6184586,96;1943115,02;2146611,62;0;-161371;-160326,92;0;2171832,69;;
3321;2022;3308;41507;DUREXINVEST INTERNACIONAL S.A.;ANÓNIMA;K;K6420.00;ACTIVIDADES DE SOCIEDADES DE CARTERA, ES DECIR, UNIDADES TENEDORAS DE ACTIVOS DE UN GRUPO DE EMPRESAS FILIALES (CON PARTICIPACIÓN DE CONTROL EN SU CAPITAL SOCIAL) Y CUYA ACTIVIDAD PRINCIPAL CONSISTE EN LA PROPIEDAD DEL GRUPO. LAS SOCIEDADES DE CARTERA CLASIFICADAS EN ESTA CLASE NO SUMINISTRAN NINGÚN OTRO SERVICIO A LAS EMPRESAS PARTICIPADAS, ES DECIR, NO ADMINISTRAN NI GESTIONAN OTRAS UNIDADES.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;PEQUEÑA;SOCIETARIO;2;6181320,76;3166105,17;421345,47;0;287568,41;287568,41;12431,97;421345,47;;
3322;2022;8354;720732;AVÍCOLA-AVIGOLD S.A.;ANÓNIMA;A;A0146.01;EXPLOTACIÓN DE CRIADEROS DE POLLOS Y REPRODUCCIÓN DE AVES DE CORRAL, POLLOS Y GALLINAS (AVES DE LA ESPECIE GALLUS DOMESTICUS).;SIERRA;TUNGURAHUA                                        ;AMBATO                                            ;PEQUEÑA;SOCIETARIO;4;6176804,22;60552,43;104160,49;0;39146,07;39146,07;0;104970,16;;
3323;2022;3219;13861;BLENASTOR CA;ANÓNIMA;C;C2023.39;"FABRICACIÓN DE OTROS PRODUCTOS DE PERFUMERÍA Y TOCADOR: DENTÍFRICO Y PREPARADOS DE HIGIENE BUCAL Y DENTAL, INCLUIDO PREPARADOS PARA LA FIJACIÓN DE DENTADURAS POSTIZAS, PREPARADOS PARA EL AFEITADO, INCLUSO PARA ANTES Y DESPUÉS DE AFEITAR; DESODORANTES Y SALES DE BAÑO; DEPILADORES, ETCÉTERA.";SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;119;6172325,22;1949093,93;7248204,42;85703,18;100827,27;-1065,21;100258,54;7341510,81;;
3324;2022;3027;152604;SICONTAC CENTER S.A.;ANÓNIMA;N;N8291.01;ACTIVIDADES DE COBRO DE CANTIDADES ADEUDADAS Y ENTREGA DE ESOS FONDOS A LOS CLIENTES, COMO SERVICIOS DE COBRO DE DEUDAS O FACTURAS.;SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;525;6169307,76;3433501,17;9736110,94;1554213,72;1828486,73;1105639,95;487495;9747578,51;;
3325;2022;3096;138246;COMPAÑIA CONSTRUCTORA E INMOBILIARIA INMOZLION S.A.;ANÓNIMA;L;L6810.01;"COMPRA - VENTA, ALQUILER Y EXPLOTACIÓN DE BIENES INMUEBLES PROPIOS O ARRENDADOS, COMO: EDIFICIOS DE APARTAMENTOS Y VIVIENDAS; EDIFICIOS NO RESIDENCIALES, INCLUSO SALAS DE EXPOSICIONES; INSTALACIONES PARA ALMACENAJE, CENTROS COMERCIALES Y TERRENOS; INCLUYE EL ALQUILER DE CASAS Y APARTAMENTOS AMUEBLADOS O SIN AMUEBLAR POR PERÍODOS LARGOS, EN GENERAL POR MESES O POR AÑOS.";SIERRA;PICHINCHA                                         ;QUITO                                             ;MEDIANA;SOCIETARIO;5;6161457,71;1650156,19;2619960,31;17541,01;20636,48;10718,15;6822,86;2619960,31;;
3326;2022;3515;127402;FULLCARE MEDICAL S.A.;ANÓNIMA;Q;Q8690.11;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA REALIZADAS POR ENFERMEROS, ENFERMERAS Y AUXILIARES DE ENFERMERÍA, QUE NO SE LLEVAN A CABO EN HOSPITALES NI ENTRAÑAN LA PARTICIPACIÓN DE MÉDICOS NI DE ODONTÓLOGOS.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;SOCIETARIO;95;6160059,05;2847144,92;6278756,67;-799474,3;-799474,3;-616436,31;0;6283845,64;;
3327;2022;3138;323587;CAPIFISH S.A.;ANÓNIMA;A;A0311.01;ACTIVIDADES DE PESCA DE ALTURA Y COSTERA: EXTRACCIÓN DE PECES, CRUSTÁCEOS Y MOLUSCOS MARINOS, TORTUGAS, ERIZOS DE MAR, ASCIDIAS Y OTROS TUNICADOS, ETCÉTERA.;COSTA;MANABI                                            ;MANTA                                             ;MEDIANA;SOCIETARIO;24;6157848;153242,72;4125896,51;176079,77;207152,67;126487,41;49592,36;4125896,66;;
3328;2022;3156;102447;BANCUBER S.A.;ANÓNIMA;A;A0122.01;CULTIVO DE BANANOS Y PLÁTANOS.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;MEDIANA;SOCIETARIO;194;6152780,92;5388648,64;3606307,48;0;-86803,28;-267298,31;36971,32;3606307,48;;
3329;2022;3030;151593;FLEURO S.A. FLEUROSA;ANÓNIMA;A;A0119.03;CULTIVO DE FLORES, INCLUIDA LA PRODUCCIÓN DE FLORES CORTADAS Y CAPULLOS.;SIERRA;PICHINCHA                                         ;TABACUNDO                                         ;GRANDE;SOCIETARIO;460;6150972,9;3268293,49;9289314,47;136267,07;160314,19;14786,02;78475,56;9810250,27;;
3330;2022;2925;600594;SOM.US ECUADOR INTERMEDIARIO DEREASEGURO C.A.;ANÓNIMA;K;K6622.00;ACTIVIDADES DE AGENTES Y CORREDORES DE SEGUROS (INTERMEDIARIOS DE SEGUROS) QUE VENDEN, NEGOCIAN U OFERTAN CONTRATOS DE ANUALIDADES Y PÓLIZAS DE SEGUROS Y REASEGUROS.;SIERRA;PICHINCHA                                         ;QUITO                                             ;PEQUEÑA;SOCIETARIO;18;6150419;1131811;0;0;0;749455;0;0;;
3331;2022;11980;172205;FRESH SOLUTIONS CARGO SERVICIOS DE LOGISTICA CIA. LTDA.;RESPONSABILIDAD LIMITADA;H;H5229.02;"ACTIVIDADES LOGÍSTICAS: PLANIFICACIÓN, DISEÑO Y APOYO DE OPERACIONES DE TRANSPORTE, ALMACENAMIENTO Y DISTRIBUCIÓN; CONTRATACIÓN DE ESPACIO EN BUQUES Y AERONAVES, ORGANIZACIÓN DE ENVÍOS DE GRUPO E INDIVIDUALES (INCLUIDAS LA RECOGIDA Y ENTREGA DE MERCANCÍAS Y LA AGRUPACIÓN DE ENVÍOS); MANIPULACIÓN DE MERCANCÍAS, COMO: EL EMBALAJE TEMPORAL CON LA EXCLUSIVA FINALIDAD DE PROTEGER LAS MERCANCÍAS DURANTE EL TRÁNSITO, DESEMBALAJE, MUESTREO Y PESAJE DE LA CARGA.";SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;40;6148175,34;222358,48;8606680,9;0;223254,44;115262,85;74503,42;8606680,9;;
3332;2022;3594;301916;DETERGENTES DEL ECUADOR DETCUADOR S.A.;ANÓNIMA;C;C2023.21;FABRICACIÓN DE PRODUCTOS DE LIMPIEZA: PREPARADOS PARA PERFUMAR Y DESODORIZAR AMBIENTES, POLVOS O PASTAS DE LIMPIEZA INCLUIDOS PAPEL, GUATA, ETCÉTERA, REVESTIDO O RECUBIERTO CON ESTOS PRODUCTOS DE LIMPIEZA.;COSTA;GUAYAS                                            ;ELOY ALFARO (DURAN)                               ;GRANDE;SOCIETARIO;107;6146379,62;1992495,98;13404678,45;290151,01;341353,95;200755,28;89395,73;13404678,45;;
3333;2022;3530;49346;ENTRIX AMERICAS S.A.;ANÓNIMA;M;M7010.00;"SUPERVISIÓN Y GESTIÓN DE OTRAS UNIDADES DE LA MISMA COMPAÑÍA O EMPRESA, ASUMIENDO LA PLANIFICACIÓN ESTRATÉGICA, ORGANIZATIVA Y LA FUNCIÓN DE TOMA DE DECISIONES DE LA COMPAÑÍA O EMPRESA; EJERCIENDO EL CONTROL OPERATIVO Y LA GESTIÓN DE LAS OPERACIONES CORRIENTES DE LAS OTRAS UNIDADES: OFICINAS PRINCIPALES, OFICINAS ADMINISTRATIVAS CENTRALIZADAS, SEDES, OFICINAS DE DISTRITO, REGIONALES Y OFICINAS SUBSIDIARIAS DE GESTIÓN.";SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;56;6145953,39;3818877,64;8352605,81;1660316,92;3030529,38;1231300,9;437274,68;8409184,61;;
3334;2022;5471;307263;WELL PERFORATING SERVICES ECUADOR WELLPERF S.A.;ANÓNIMA;B;B0910.01;"ACTIVIDADES DE SERVICIOS DE EXTRACCIÓN DE PETRÓLEO Y GAS REALIZADAS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO: SONDEOS, EXPLORACIÓN (POR EJEMPLO: MÉTODOS TRADICIONALES DE PROSPECCIÓN, COMO OBSERVACIONES GEOLÓGICAS EN POSIBLES YACIMIENTOS); PERFORACIÓN DIRIGIDA Y REPERFORACIÓN; PERFORACIÓN INICIAL; ERECCIÓN, REPARACIÓN Y DESMANTELAMIENTO DE TORRES DE PERFORACIÓN, CEMENTACIÓN DE TUBOS DE ENCAMISADO DE LOS POZOS DE PETRÓLEO Y GAS, BOMBEO, TAPONAMIENTO Y ABANDONO DE POZOS, ETCÉTERA; LICUEFACCIÓN Y REGASIFICACIÓN DE GAS NATURAL PARA SU TRANSPORTE, REALIZADAS EN EL LUGAR DE EXTRACCIÓN; DRENAJE Y BOMBEO.";ORIENTE;ORELLANA                                          ;LA JOYA DE LOS SACHAS                             ;GRANDE;SOCIETARIO;29;6145240,14;2596238,74;8616107,25;1991122,84;2342497,46;1461897,44;530542,31;9477650,07;;
3335;2022;4388;724515;B-G CONSTRUCTORES CIA.LTDA.;RESPONSABILIDAD LIMITADA;F;F4100.10;CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS RESIDENCIALES: CASAS FAMILIARES INDIVIDUALES, EDIFICIOS MULTIFAMILIARES, INCLUSO EDIFICIOS DE ALTURAS ELEVADAS, VIVIENDAS PARA ANCIANATOS, CASAS PARA BENEFICENCIA, ORFANATOS, CÁRCELES, CUARTELES, CONVENTOS, CASAS RELIGIOSAS. INCLUYE REMODELACIÓN, RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES.;SIERRA;PICHINCHA                                         ;QUITO                                             ;MICROEMPRESA;SOCIETARIO;2;6144548,93;-115769,09;0;-63988,43;-77271,48;-50705,38;0;0;;
3336;2022;3425;806;MECANOS SOCIEDAD ANONIMA COMERCIAL E INDUSTRIAL MECANOSSAC;ANÓNIMA;G;G4653.01;VENTA AL POR MAYOR DE MAQUINARIA Y EQUIPO AGROPECUARIOS: ARADOS, ESPARCIDORAS DE ESTIÉRCOL, SEMBRADORAS, COSECHADORAS, TRILLADORAS, MÁQUINAS DE ORDEÑAR, MÁQUINAS UTILIZADAS EN LA AVICULTURA Y LA APICULTURA, TRACTORES UTILIZADOS EN ACTIVIDADES AGROPECUARIAS Y SILVÍCOLAS, SEGADORAS DE CÉSPED DE TODO TIPO, ETCÉTERA.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;MEDIANA;SOCIETARIO;23;6142223,34;173364,65;2839027,48;-10025,93;1554,32;-12300,12;2274,19;2850740,25;;
3337;2022;2860;155168;CONSTRUCTORA ANDRADE RODAS VIP S.A.;ANÓNIMA;F;F4100.10;CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS RESIDENCIALES: CASAS FAMILIARES INDIVIDUALES, EDIFICIOS MULTIFAMILIARES, INCLUSO EDIFICIOS DE ALTURAS ELEVADAS, VIVIENDAS PARA ANCIANATOS, CASAS PARA BENEFICENCIA, ORFANATOS, CÁRCELES, CUARTELES, CONVENTOS, CASAS RELIGIOSAS. INCLUYE REMODELACIÓN, RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES.;SIERRA;PICHINCHA                                         ;QUITO                                             ;MEDIANA;SOCIETARIO;13;6136728,52;1461457,47;3765082,13;185923,89;218733,99;129803,28;122730,44;3765082,13;;
3338;2022;3072;89297;IC SERVICIOS DE SEGURIDAD PRIVADA DEL ECUADOR ICSSE CIA. LTDA;RESPONSABILIDAD LIMITADA;N;N8010.03;SERVICIOS DE GUARDIAS DE SEGURIDAD.;SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;732;6135438,6;2676348,91;14687743,29;427603,88;503063,39;427603,88;0;14704030;;
3339;2022;3307;129340;GOODMAKE S.A.;ANÓNIMA;G;G4649.22;VENTA AL POR MAYOR DE PRODUCTOS FARMACÉUTICOS, INCLUSO VETERINARIOS.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;MEDIANA;SOCIETARIO;2;6132210,73;1490460,36;1748698,03;0;140000,75;135899,15;36458,24;1748698,03;;
3340;2022;4727;734684;ALEIRASA S.A.S.;SOCIEDAD POR ACCIONES SIMPLIFICADA;K;K6420.00;ACTIVIDADES DE SOCIEDADES DE CARTERA, ES DECIR, UNIDADES TENEDORAS DE ACTIVOS DE UN GRUPO DE EMPRESAS FILIALES (CON PARTICIPACIÓN DE CONTROL EN SU CAPITAL SOCIAL) Y CUYA ACTIVIDAD PRINCIPAL CONSISTE EN LA PROPIEDAD DEL GRUPO. LAS SOCIEDADES DE CARTERA CLASIFICADAS EN ESTA CLASE NO SUMINISTRAN NINGÚN OTRO SERVICIO A LAS EMPRESAS PARTICIPADAS, ES DECIR, NO ADMINISTRAN NI GESTIONAN OTRAS UNIDADES.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;MEDIANA;SOCIETARIO;4;6132092,42;2540460,4;1697612,7;0;1697612,7;-102989,62;0;1697612,7;;
3341;2022;3574;160383;SOUTHWEST CORP S.A.;ANÓNIMA;L;L6810.01;"COMPRA - VENTA, ALQUILER Y EXPLOTACIÓN DE BIENES INMUEBLES PROPIOS O ARRENDADOS, COMO: EDIFICIOS DE APARTAMENTOS Y VIVIENDAS; EDIFICIOS NO RESIDENCIALES, INCLUSO SALAS DE EXPOSICIONES; INSTALACIONES PARA ALMACENAJE, CENTROS COMERCIALES Y TERRENOS; INCLUYE EL ALQUILER DE CASAS Y APARTAMENTOS AMUEBLADOS O SIN AMUEBLAR POR PERÍODOS LARGOS, EN GENERAL POR MESES O POR AÑOS.";SIERRA;PICHINCHA                                         ;QUITO                                             ;PEQUEÑA;SOCIETARIO;5;6129553,45;4940268,86;146231,21;2536,49;2536,49;1957,27;579,22;146231,21;;
3342;2022;3462;166290;MANABITA DE COMERCIO MHOLDING S.A.;ANÓNIMA;K;K6420.00;ACTIVIDADES DE SOCIEDADES DE CARTERA, ES DECIR, UNIDADES TENEDORAS DE ACTIVOS DE UN GRUPO DE EMPRESAS FILIALES (CON PARTICIPACIÓN DE CONTROL EN SU CAPITAL SOCIAL) Y CUYA ACTIVIDAD PRINCIPAL CONSISTE EN LA PROPIEDAD DEL GRUPO. LAS SOCIEDADES DE CARTERA CLASIFICADAS EN ESTA CLASE NO SUMINISTRAN NINGÚN OTRO SERVICIO A LAS EMPRESAS PARTICIPADAS, ES DECIR, NO ADMINISTRAN NI GESTIONAN OTRAS UNIDADES.;COSTA;MANABI                                            ;MANTA                                             ;PEQUEÑA;SOCIETARIO;4;6128966,3;6124907,8;470546,72;0;363281,89;363281,89;0;470546,72;;
3343;2022;4055;91399;SONY INTER-AMERICAN, S.A.;SUCURSAL  EXTRANJERA;G;G4742.00;VENTA AL POR MENOR DE EQUIPOS DE: RADIO, TELEVISIÓN Y ESTEREOFÓNICOS, REPRODUCTORES Y GRABADORES DE CD Y DVD EN ESTABLECIMIENTOS ESPECIALIZADOS.;SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;21;6124630,74;2148140,93;12988556,17;347444,74;408758,52;320053,05;35839,1;12988556,17;;
3344;2022;3162;46109;EDIFICAR S.A. EDIFICARSA;ANÓNIMA;F;F4100.10;CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS RESIDENCIALES: CASAS FAMILIARES INDIVIDUALES, EDIFICIOS MULTIFAMILIARES, INCLUSO EDIFICIOS DE ALTURAS ELEVADAS, VIVIENDAS PARA ANCIANATOS, CASAS PARA BENEFICENCIA, ORFANATOS, CÁRCELES, CUARTELES, CONVENTOS, CASAS RELIGIOSAS. INCLUYE REMODELACIÓN, RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES.;SIERRA;PICHINCHA                                         ;QUITO                                             ;PEQUEÑA;SOCIETARIO;13;6123881,67;3141540,05;472567,45;4612;5425,88;-2748,3;7360,3;472567,45;;
3345;2022;3070;135465;INNOVAVERSA S.A. (INNOVACION & VERSATILIDAD);ANÓNIMA;A;A0111.39;OTROS CULTIVOS DE SEMILLAS OLEAGINOSAS: SEMILLAS DE RICINO, SEMILLAS DE LINAZA, SEMILLAS DE MOSTAZA, SEMILLAS DE GIRASOL,  SEMILLAS DE AJONJOLÍ (SÉSAMO), SEMILLAS DE COLZA, SEMILLAS DE CÁRTAMO, SEMILLAS DE NÍGER, ETCÉTERA.;COSTA;GUAYAS                                            ;SAMBORONDÓN                                       ;GRANDE;SOCIETARIO;125;6121793,79;777731,83;20170872,77;288101,14;338942,51;2959,08;285142,06;20176574,38;;
3346;2022;3370;147076;TRANSPORTES DE CARGA PESADA Y COMBUSTIBLES TRANSCORALV S.A.;ANÓNIMA;H;H4923.01;TODAS LAS ACTIVIDADES DE TRANSPORTE DE CARGA POR CARRETERA, INCLUIDO EN CAMIONETAS DE: TRONCOS, GANADO, TRANSPORTE REFRIGERADO, CARGA PESADA, CARGA A GRANEL, INCLUIDO EL TRANSPORTE EN CAMIONES CISTERNA, AUTOMÓVILES, DESPERDICIOS Y MATERIALES DE DESECHO, SIN RECOGIDA NI ELIMINACIÓN.;SIERRA;CAÑAR                                             ;AZOGUES                                           ;GRANDE;SOCIETARIO;151;6121264,33;1471479,53;10253001,41;0;10253001,41;335923,19;72872,18;10253001,41;;
3347;2022;0;746519;CHIVIGUAM S.A.;ANÓNIMA;A;A0122.09;OTROS CULTIVOS DE FRUTAS TROPICALES Y SUBTROPICALES: PAPAYAS, BABACOS, CHAMBUROS, AGUACATES, HIGOS, ARAZÁ, GUAYABAS, GUANÁBANA, GUABA, CHIRIMOYA, NARANJILLAS, ZAPOTES, BOROJÓ, TAMARINDO, GRANADILLAS, DÁTILES, ETCÉTERA.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;MICROEMPRESA;SOCIETARIO;2;6116213,3;5324035,95;0;0;0;-7318,85;0;0;;
3348;2022;3682;137585;PRODENTEC CIA.LTDA.;RESPONSABILIDAD LIMITADA;G;G4649.24;VENTA AL POR MAYOR DE INSTRUMENTOS, MATERIALES MÉDICOS Y QUIRÚRGICOS, DENTALES Y ARTÍCULOS ORTOPÉDICOS.;SIERRA;AZUAY                                             ;CUENCA                                            ;MEDIANA;SOCIETARIO;24;6114244,01;1074392,88;3190355,49;143704,77;186837,97;143704,77;0;3190355,49;;
3349;2022;4363;64701;CORPORACION PLUSBRAND DEL ECUADOR CIA. LTDA.;RESPONSABILIDAD LIMITADA;G;G4630.95;VENTA AL POR MAYOR DE BEBIDAS ALCOHÓLICAS, INCLUSO EL ENVASADO DE VINO A GRANEL SIN TRANSFORMACIÓN.;SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;51;6114241,97;1407279,25;8459987,26;593418,67;698139,61;359873,67;184016,07;8572098,42;;
3350;2022;2915;106409;ECUAYUTONG S.A.;ANÓNIMA;G;G4510.01;VENTA DE VEHÍCULOS NUEVOS Y USADOS: VEHÍCULOS DE PASAJEROS, INCLUIDOS VEHÍCULOS ESPECIALIZADOS COMO: AMBULANCIAS Y MINIBUSES, CAMIONES, REMOLQUES Y SEMIRREMOLQUES, VEHÍCULOS DE ACAMPADA COMO: CARAVANAS Y AUTOCARAVANAS, VEHÍCULOS PARA TODO TERRENO (JEEPS, ETCÉTERA), INCLUIDO LA VENTA AL POR MAYOR Y AL POR MENOR POR COMISIONISTAS.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;MEDIANA;SOCIETARIO;32;6110894,07;2300402,19;2227531,06;44169,44;51964,05;23575,56;20593,88;2227531,06;;
3351;2022;3176;95010;LEASECORP CIA. LTDA.;RESPONSABILIDAD LIMITADA;L;L6810.01;"COMPRA - VENTA, ALQUILER Y EXPLOTACIÓN DE BIENES INMUEBLES PROPIOS O ARRENDADOS, COMO: EDIFICIOS DE APARTAMENTOS Y VIVIENDAS; EDIFICIOS NO RESIDENCIALES, INCLUSO SALAS DE EXPOSICIONES; INSTALACIONES PARA ALMACENAJE, CENTROS COMERCIALES Y TERRENOS; INCLUYE EL ALQUILER DE CASAS Y APARTAMENTOS AMUEBLADOS O SIN AMUEBLAR POR PERÍODOS LARGOS, EN GENERAL POR MESES O POR AÑOS.";SIERRA;AZUAY                                             ;CUENCA                                            ;PEQUEÑA;SOCIETARIO;6;6110563,69;5862411,18;893301;293815,52;345665,32;213450,66;80364,86;893301,13;;
